protein,degree,betweenness,closeness,eigenvector,clustering,OS,P_Ci,GO_Nb,essential,phys_1,phys_2,phys_3,phys_4,phys_5,phys_6,phys_7,phys_8,phys_9,phys_10,N_c,Sim_Loc,Ortho_Sim_Loc
YPL007C,5,0.0,0.21482098709919706,1.9530332044059337e-06,1.0,3.0,1.0,7.8,1,0.11395,-0.24082,33.0626,5.86932,69.0,61.0,105865.0,0.0,1.56414,9e-05,0.3153500824189429,0.23974612282610783,0.5399576871376847
YAL003W,8,0.00021142419535129272,0.22534130739574296,3.2123244671945794e-05,0.39285714285714285,4.46925566343042,0.0,9.1,1,0.07767,-0.4165,42.12621,4.29535,44.0,20.0,21095.0,0.0,0.9323,0.00019,0.3153500824189429,0.0,0.5
YBR025C,10,0.000411534515662675,0.24318015420508213,8.879462095720672e-05,0.1111111111111111,8.935935935935936,0.0,13.666666666666668,0,0.06853,-0.28858,35.82411,7.05292,57.0,57.0,32150.0,0.0,0.72781,0.00016,0.0,0.0,0.5
YBR118W,8,0.0003073637548596281,0.241395687819699,8.47160703828051e-05,0.2857142857142857,6.66735324407827,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
YKL081W,11,0.0004123561033957788,0.22918408314835828,9.436180864375375e-05,0.2545454545454545,9.326197757390418,0.0,24.666666666666668,0,0.11893,-0.39563,35.82551,7.62738,55.0,56.0,84590.0,0.0,1.81838,0.00016,0.0,0.0,0.5
YKR084C,6,4.320467881072161e-05,0.21199031717204597,6.0316247932626815e-06,0.6,1.9244186046511629,0.0,5.3,0,0.08183,-0.45974,34.45025,5.19598,91.0,70.0,61475.0,0.0,0.89446,8e-05,0.0,0.0,0.5
YOL139C,31,0.001754302233593217,0.2806294025512811,0.001762586478496212,0.18494623655913978,28.149193548387096,0.0,144.82500000000005,1,0.0939,-0.58873,36.70516,5.29108,35.0,26.0,46980.0,0.0,1.93701,0.00022,0.3153500824189429,0.0,0.5
YPL048W,4,0.0,0.1904734327993572,2.144023909582195e-06,1.0,1.0,0.5,0.8999999999999999,0,0.12048,-0.46554,29.73157,8.42938,54.0,57.0,89060.0,0.0,1.89139,0.00018,0.0,0.0,0.5
YPL226W,2,0.0,0.18931999034854508,1.9966010242217447e-06,1.0,1.8450704225352113,0.5,0.3,0,0.08027,-0.51522,37.66807,5.60541,169.0,147.0,139590.0,0.0,1.03916,4e-05,0.0,0.0,0.5
YPR080W,5,6.39942773109775e-06,0.2010639780731401,3.3965471845121835e-06,0.9,0.0,0.0,5.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAL004W,2,3.775869960446195e-05,0.2302254481263657,3.6840028515626505e-05,0.0,1.4263233190271818,0.0,0.0,0,0.07907,-0.01814,24.21209,5.23712,21.0,14.0,27750.0,0.0,1.16895,0.00022,0.0,0.0,0.5
YGL181W,43,0.007212088121012776,0.2861862400360659,0.001507087754429092,0.015503875968992248,34.74691358024691,1.0,2.1142857142857143,0,0.09596,-0.86263,55.38997,7.04706,43.0,43.0,37985.0,0.0,0.8554,0.00016,0.0,0.0,0.5
YML109W,30,0.005701981685030227,0.2651026374353815,0.0014224819588433103,0.07816091954022988,21.61995753715499,0.0,77.65119047619046,0,0.04671,-0.84055,49.46688,5.22443,152.0,113.0,49070.0,0.0,0.46514,5e-05,0.0,0.0,0.5
YAL005C,11,0.0009497991212347309,0.2526581449690791,6.62758746967155e-05,0.10909090909090909,9.847628657921291,0.0,6.248626373626372,0,0.06075,-0.43847,32.08911,4.99786,100.0,79.0,20775.0,0.0,0.29825,7e-05,0.0,0.0,0.5
YAR002W,10,0.0012557720940302834,0.261439218034252,7.852616510050267e-05,0.06666666666666667,8.101917255297678,0.3333333333333333,0.0,0,0.0705,-0.83265,58.93321,9.3371,60.0,73.0,22350.0,0.0,0.37857,0.00016,0.0,0.0,0.5
YDR192C,31,0.004015477182434408,0.2853710529731031,0.0005206583596896635,0.05591397849462366,23.275077559462254,0.25,32.653571428571425,0,0.08837,-0.40744,38.19279,9.93915,10.0,18.0,0.0,0.0,0.0,0.00023,0.0,0.0,0.5
YHR069C,15,0.00010703856855291541,0.24856922607846643,0.0004970697698884844,0.5904761904761905,8.301369863013699,0.3333333333333333,54.58528138528138,1,0.0585,-0.39081,40.87493,5.8642,41.0,36.0,38765.0,0.0,0.98321,0.00015,0.3153500824189429,0.16204621790391252,0.5097602094942125
YLR310C,16,0.0028819913065608964,0.2510608642940838,9.775906610318941e-05,0.06666666666666667,13.173212487411883,0.0,25.196428571428573,1,0.08496,-0.52624,46.51606,6.66473,187.0,181.0,140510.0,0.0,0.78458,4e-05,0.6846499175810571,0.0,0.5
YLR335W,17,0.0013066958845883035,0.2648637057787372,6.353676905020629e-05,0.19117647058823528,14.732862903225806,0.3333333333333333,18.489210789210787,0,0.07083,-0.90403,38.60028,6.8045,104.0,104.0,9065.0,0.0,0.1164,9e-05,0.0,0.0,0.5
YLR347C,62,0.009283428091809303,0.3027351593486384,0.003395528443574546,0.06980433632998413,50.66700507614213,0.3333333333333333,119.98531746031752,1,0.07666,-0.01614,44.74626,4.51556,107.0,62.0,86635.0,0.0,0.91411,5e-05,0.6846499175810571,0.22418506295530205,0.502212337818452
YNL007C,3,2.451774286991366e-05,0.22039531299812629,1.7662117321220032e-06,0.0,3.0,0.5,0.0,1,0.09943,-0.67017,47.40483,9.02252,36.0,41.0,24870.0,0.0,0.66162,0.00024,0.3153500824189429,0.19338324065864865,0.5322305401097748
YNL064C,11,0.0003461374097316188,0.2475919262680029,4.269798364034158e-05,0.01818181818181818,9.953582240161452,0.0,0.5882352941176471,0,0.07579,-0.53814,34.45064,5.95148,65.0,60.0,23265.0,0.0,0.52082,0.00013,0.0,0.0,0.5
YOR098C,42,0.015236907425607425,0.2782556909023812,9.522132539397854e-05,0.022067363530778164,29.2982982982983,0.3333333333333333,25.47344322344322,1,0.07156,-0.79563,42.1789,9.62897,91.0,123.0,13200.0,0.0,0.11622,8e-05,0.6846499175810571,0.22418506295530205,0.5038259058712691
YOR160W,7,0.0001163006517363652,0.2575291613761479,4.452005130867383e-05,0.09523809523809523,3.1577287066246056,1.0,1.1428571428571428,1,0.09774,0.08169,38.68725,4.68829,126.0,77.0,120885.0,0.0,1.09157,4e-05,0.6846499175810571,0.40640486218295563,0.5643508198361623
YPL240C,18,0.0017969055604016636,0.24707845161568992,7.614580121555407e-06,0.0915032679738562,16.089627391742194,0.0,27.27087912087912,0,0.08181,-0.57532,43.20145,4.84198,142.0,104.0,57300.0,0.0,0.70388,6e-05,0.0,0.0,0.5
YAL007C,2,0.0,0.17842332450722592,1.4351809780182795e-07,1.0,1.0,0.5,2.3,0,0.10233,0.14791,33.46744,4.99969,25.0,20.0,24660.0,0.0,1.0248,0.00021,0.0,0.0,0.5
YGL200C,9,9.943909594882122e-05,0.21155284615230233,4.417819354962044e-06,0.6111111111111112,7.285423037716615,0.3333333333333333,19.05,0,0.133,-0.2197,30.32167,6.3006,24.0,22.0,23295.0,0.0,0.99841,0.00027,0.0,0.0,0.5
YML012W,9,0.00016788957614930083,0.21629669554835737,5.2158679360999965e-06,0.6111111111111112,1.221122112211221,0.3333333333333333,29.75,0,0.08057,-0.25592,39.33839,5.35602,32.0,27.0,24200.0,0.0,1.0039,0.00022,0.0,0.0,0.5
YAL011W,6,0.00042801108154440866,0.2420451710562005,4.221904238945526e-05,0.06666666666666667,4.66088840736728,1.0,0.0,0,0.0544,-1.10736,60.39984,9.18475,109.0,125.0,54235.0,0.0,0.74793,0.00013,0.0,0.0,0.5
YDL181W,20,0.0019067795133761248,0.25884478304612585,6.492377337489637e-05,0.4789473684210526,9.62374245472837,0.0,63.66666666666666,0,0.05882,-1.11059,62.52129,10.07208,13.0,19.0,1490.0,0.0,0.15096,0.00102,0.0,0.0,0.5
YER081W,95,0.02351199709767222,0.29142712252251246,0.003160413604140381,0.0015677491601343784,86.71414242728184,0.0,12.0,0,0.06397,-0.05075,43.29832,5.35785,49.0,36.0,37985.0,0.0,0.742,0.0001,0.0,0.0,0.5
YHR158C,11,0.001369446612622251,0.2629990248359599,3.7633082281658724e-05,0.01818181818181818,6.811643835616438,0.0,5.333333333333333,0,0.06529,-0.73969,42.52337,5.20721,180.0,132.0,93335.0,0.0,0.71198,4e-05,0.0,0.0,0.5
YIR018W,4,0.0002318418643071452,0.20332687524333595,6.305043536842397e-07,0.0,1.7302551640340218,0.5,0.0,0,0.02857,-1.04163,56.25224,8.91217,36.0,43.0,12460.0,0.0,0.43895,0.00031,0.0,0.0,0.5
YOR127W,9,0.0002397325156306099,0.24071024164667304,3.56593253879727e-06,0.08333333333333333,5.138150903294368,0.0,7.195804195804195,0,0.06356,-0.67269,57.20089,6.02948,135.0,124.0,76315.0,0.0,0.67637,5e-05,0.0,0.0,0.5
YOR269W,8,0.00015456279770851395,0.23050233503846076,3.882339557198597e-06,0.03571428571428571,6.563440860215054,0.3333333333333333,0.0,0,0.09312,-0.36215,28.89838,7.31879,52.0,52.0,100140.0,0.0,1.75993,0.00013,0.0,0.0,0.5
YAL012W,6,0.000770768833592893,0.25786058235013304,8.948692353914937e-05,0.2,4.355601233299075,0.0,0.0,1,0.06599,-0.14442,30.46345,6.05597,42.0,35.0,25900.0,0.0,0.60882,0.00014,0.3153500824189429,0.0,0.5
YER003C,1,0.0,0.20373095416534284,1.1775645945400052e-06,0.0,1.0,0.0,0.0,1,0.08858,-0.48951,44.72238,5.65485,62.0,52.0,28015.0,0.0,0.58137,0.00012,0.3153500824189429,0.0,0.5
YGR061C,5,3.362038089121229e-05,0.22905308679010256,3.6108889618430524e-06,0.5,3.317574511819116,0.0,4.25,0,0.07585,-0.2204,38.10022,5.1452,165.0,123.0,142440.0,0.0,0.95659,3e-05,0.0,0.0,0.5
YGR204W,12,0.0026236554717459877,0.25409999165756997,2.808675787175679e-05,0.13636363636363635,7.503619441571872,0.5,4.25,0,0.05814,-0.12431,33.87749,6.3736,107.0,100.0,43165.0,0.0,0.42234,6e-05,0.0,0.0,0.5
YJR091C,294,0.14465049624472834,0.3398971898585491,0.006823595551505041,0.0007893942559959137,219.7917505030181,0.0,27.086652236652235,0,0.06141,-0.53538,42.78038,6.4798,89.0,81.0,75260.0,0.0,0.62522,5e-05,0.0,0.0,0.5
YMR101C,1,0.0,0.20373095416534284,1.1775645945400052e-06,0.0,1.0,0.0,0.0,0,0.12245,-0.23149,48.74026,9.5274,35.0,51.0,46005.0,0.0,1.14442,0.00024,0.0,0.0,0.5
YMR205C,15,0.0019834317779434626,0.25555838919795487,2.1765423710385973e-05,0.10476190476190476,12.633673469387755,0.0,10.892857142857142,0,0.07299,-0.22972,32.74683,6.22919,110.0,102.0,107035.0,0.0,1.02312,6e-05,0.0,0.0,0.5
YAL013W,2,4.6414115544002534e-05,0.21991153181718748,3.5271245790867006e-06,0.0,1.780701754385965,0.5,0.0,0,0.06173,-0.99827,58.74123,4.59406,88.0,48.0,35590.0,0.0,0.7576,0.0001,0.0,0.0,0.5
YDR207C,18,0.005397653967119475,0.2691328319967961,5.5794900928846033e-05,0.06535947712418301,10.657378740970072,1.0,2.1022727272727275,0,0.04785,-1.05502,55.67191,9.55341,79.0,108.0,42955.0,0.0,0.4714,0.0001,0.0,0.0,0.5
YGL061C,19,0.001023438792495432,0.25928631582115896,0.00017108583934949452,0.04093567251461988,10.736275565123789,0.25,8.476190476190474,1,0.04049,-0.7919,48.93806,9.96271,22.0,36.0,17085.0,0.0,0.62189,0.00036,0.3153500824189429,0.13944903000175835,0.506494292604353
YAL014C,2,5.6055311369713675e-05,0.22511115592255762,2.071594270192186e-05,0.0,1.2557077625570776,0.0,0.0,0,0.03922,-0.50745,46.73843,4.6546,40.0,25.0,7700.0,0.0,0.26507,0.00016,0.0,0.0,0.5
YER133W,41,0.008815403982575914,0.2767011898358875,0.0012976007182147792,0.06219512195121951,36.39899497487437,0.5,21.281349206349205,1,0.10897,-0.27212,47.54138,5.31195,45.0,38.0,37370.0,0.0,1.04075,0.00015,0.3153500824189429,0.19338324065864865,0.5026564365416152
YIL034C,19,0.00223938417990016,0.2525134132597539,1.642201362526847e-05,0.005847953216374269,5.245967741935484,0.0,0.5,0,0.08711,-0.51742,58.89861,4.52069,46.0,24.0,31650.0,0.0,0.97,0.00014,0.0,0.0,0.5
YAL016W,5,4.635126693368052e-05,0.21498861955108875,3.0813019456722195e-06,0.6,4.6243441762854145,0.0,7.93452380952381,0,0.07244,0.08551,41.95386,4.54877,92.0,58.0,57255.0,0.0,0.80747,6e-05,0.0,0.0,0.5
YDL134C,11,0.001631058420873735,0.25118962079181284,7.942998687159988e-05,0.3090909090909091,10.402623612512613,0.0,61.99999999999999,0,0.09756,-0.45203,33.56046,4.61432,56.0,28.0,50975.0,0.0,1.2155,0.00011,0.0,0.0,0.5
YDL188C,7,0.00015237546615633622,0.22544502916562797,2.1216015562031506e-05,0.6666666666666666,6.543895055499496,0.0,27.125,0,0.09814,-0.57454,32.77695,4.62921,62.0,32.0,50975.0,0.0,1.18418,0.00011,0.0,0.0,0.5
YGL190C,11,0.0014178235016222356,0.24559176863755772,2.762951778319269e-05,0.2545454545454545,10.374369323915237,0.0,13.58874458874459,0,0.09506,-0.66958,43.19772,5.95782,69.0,60.0,55975.0,0.0,0.93821,0.0001,0.0,0.0,0.5
YMR109W,30,0.0042771622556028,0.26413366021184753,0.00011065088331262223,0.135632183908046,26.310171198388723,0.0,36.82431457431458,0,0.08368,-0.54832,43.49509,9.31805,132.0,164.0,130625.0,0.0,0.95418,7e-05,0.0,0.0,0.5
YNL127W,4,8.755254722876674e-05,0.19595157607021352,9.604371030213564e-08,0.0,3.5317860746720484,0.0,0.0,0,0.09444,-0.5596,48.93948,5.42682,144.0,115.0,111755.0,0.0,1.01788,5e-05,0.0,0.0,0.5
YAL017W,2,4.60534179120406e-06,0.2132001671152797,3.2022924225346867e-06,0.0,1.9051987767584098,0.0,0.0,0,0.07448,-0.47153,43.25938,5.46222,193.0,154.0,93180.0,0.0,0.6117,4e-05,0.0,0.0,0.5
YAL029C,7,9.391681548048732e-05,0.23722562992549368,2.3346126443472608e-05,0.38095238095238093,6.318228630278064,0.0,4.330029619503304,0,0.09653,-0.32808,41.94086,7.5224,184.0,185.0,170795.0,0.0,1.00858,4e-05,0.0,0.0,0.5
YCL027W,25,0.012335140191559305,0.2699569266504699,0.00019133115838322297,0.01,17.380224260958204,0.0,8.166666666666666,0,0.08008,-0.60371,48.27326,9.1192,49.0,62.0,73770.0,0.0,1.27677,0.00016,0.0,0.0,0.5
YAL018C,1,0.0,0.22543349980952865,4.8043520839032846e-05,0.0,1.0,0.0,0.0,0,0.17231,0.44092,38.73969,8.70612,18.0,21.0,40925.0,0.0,1.10459,0.00023,0.0,0.0,0.5
YLR264W,73,0.0124749355414306,0.2936401981931471,0.0027814245856448796,0.595509893455099,27.27571115973742,0.0,269.00000000000006,0,0.01493,-0.39851,34.50149,10.78046,9.0,14.0,0.0,0.0,0.0,0.00143,0.0,0.0,0.5
YAL019W,1,0.0,0.2151250136779817,3.1340685765851246e-06,0.0,1.0,0.5,0.0,0,0.06808,-0.76684,45.65704,5.24017,189.0,152.0,81555.0,0.0,0.63464,4e-05,0.0,0.0,0.5
YJL124C,37,0.012292321149078396,0.2763889055912925,0.00019814247807369638,0.015015015015015015,24.594731509625127,0.5,23.821428571428573,0,0.10465,-0.83256,44.31802,5.72491,31.0,28.0,16055.0,0.0,0.79063,0.00028,0.0,0.0,0.5
YAL021C,12,0.00023479414748813455,0.23780151347443076,8.364886401262037e-06,0.45454545454545453,10.561049445005045,0.5,33.69761904761905,0,0.0908,-0.55998,44.19907,6.36664,85.0,77.0,94865.0,0.0,1.00207,7e-05,0.0,0.0,0.5
YDL160C,23,0.0038085848730534766,0.2716370874584375,5.8239760608225616e-05,0.20948616600790515,20.26938775510204,0.0,38.76785714285714,0,0.08103,-0.38419,47.05555,8.05682,51.0,53.0,32735.0,0.0,0.56888,0.00014,0.0,0.0,0.5
YDR443C,21,0.00046429777899296103,0.2570486124716032,6.589880345265963e-05,0.41904761904761906,8.437437437437437,1.0,123.25,0,0.08028,-0.45796,47.02868,5.47906,177.0,140.0,128965.0,0.0,0.80604,3e-05,0.0,0.0,0.5
YFL028C,13,1.5659483685162605e-05,0.23511262762150106,7.2648263963137765e-06,0.7307692307692307,4.822188449848024,0.5,47.50595238095238,0,0.07612,-0.25502,27.1519,6.18976,40.0,37.0,47815.0,0.0,1.44502,0.00019,0.0,0.0,0.5
YGR092W,17,0.0004394285028488758,0.24589315865875627,9.083578007315616e-06,0.4117647058823529,12.768920282542886,0.25,40.80119047619048,0,0.11014,-0.59441,52.32103,8.86163,74.0,82.0,64010.0,0.0,0.96769,0.00013,0.0,0.0,0.5
YIL106W,16,0.002380850588281268,0.2338528729589137,6.3993611562123006e-06,0.43333333333333335,10.12143611404435,0.2,55.31428571428572,1,0.1051,-0.49522,49.57519,6.11823,30.0,25.0,36285.0,0.0,1.01123,0.00017,0.3153500824189429,0.12238285902226197,0.5060457260038644
YJR122W,13,6.868892664805578e-05,0.23736614373353743,6.910891520903303e-06,0.6666666666666666,8.348684210526315,0.0,126.66666666666669,0,0.11268,-0.433,37.18111,7.69916,60.0,61.0,58580.0,0.0,1.02674,0.00013,0.0,0.0,0.5
YKR036C,14,2.7401430390419312e-05,0.23629732807695114,7.7052771262839e-06,0.6813186813186813,11.072653884964682,0.0,102.41666666666669,0,0.07154,-0.45537,33.91712,5.26666,97.0,72.0,74215.0,0.0,1.019,7e-05,0.0,0.0,0.5
YLR180W,15,0.000790985973206348,0.24150148771574664,0.00018432998586045973,0.06666666666666667,13.373493975903614,0.0,8.873809523809523,0,0.07853,-0.26728,33.84084,5.04327,57.0,42.0,43485.0,0.0,1.03987,0.00012,0.0,0.0,0.5
YNL025C,24,0.006684415339776908,0.26628770419690245,6.857774949920684e-05,0.2826086956521739,14.680655066530194,1.0,59.89285714285714,0,0.11455,-0.13963,57.92542,6.66705,33.0,31.0,66195.0,0.0,1.75164,0.00018,0.0,0.0,0.5
YNR052C,18,0.001594872330706365,0.2647682536654168,3.7782217055726296e-05,0.32679738562091504,14.028662420382165,0.5,65.45952380952382,1,0.10393,-0.54988,55.70626,5.77142,35.0,29.0,49975.0,0.0,1.00591,0.00012,0.3153500824189429,0.19338324065864865,0.5068924333219995
YPL042C,18,0.0006209143069119818,0.2481494401753841,3.3282727475025035e-05,0.3137254901960784,13.227227227227226,1.0,27.052380952380958,0,0.08649,-0.50523,34.38236,9.58563,51.0,75.0,73855.0,0.0,1.17517,0.00015,0.0,0.0,0.5
YAL022C,1,0.0,0.00028477858465043426,1.508668400601407e-18,0.0,1.0,0.0,0.0,0,0.12186,0.26267,36.46074,4.93781,57.0,38.0,66850.0,0.0,1.14633,8e-05,0.0,0.0,0.5
YGL132W,2,0.0,0.00042716787697565144,2.133579316030893e-18,0.0,1.3082191780821917,0.0,0.0,0,0.0991,0.1018,25.56847,8.8244,7.0,10.0,28335.0,0.0,2.31721,0.00072,0.0,0.0,0.5
YAL024C,1,0.0,0.21697807911377848,5.9020049082544224e-06,0.0,0.0,0.0,0.0,0,0.06829,-0.60314,53.06307,6.04987,190.0,173.0,123745.0,0.0,0.75848,4e-05,0.0,0.0,0.0
YIR009W,33,0.008727530846637101,0.2794552209506481,0.0003819360503438471,0.10984848484848485,26.32085020242915,1.0,69.5,0,0.08108,-0.42883,12.10721,10.13043,11.0,19.0,1490.0,0.0,0.11614,0.00079,0.0,0.0,0.5
YAL025C,5,0.00021149327066866054,0.22595349096701642,0.0006222004072190014,0.6,2.578828828828829,1.0,2.6944444444444446,1,0.06863,-1.18497,58.99673,5.16083,67.0,52.0,48650.0,0.0,1.36293,0.00014,0.3153500824189429,0.23974612282610783,0.5464835277444506
YHR052W,89,0.002038516965922815,0.28577806517183296,0.012023299437749128,0.5120020429009193,80.75875875875876,0.5,1177.095238095238,1,0.06117,-0.59335,37.19657,8.80145,57.0,62.0,23045.0,0.0,0.54186,0.00021,0.3153500824189429,0.19338324065864865,0.5011972895796747
YJR044C,1,0.0,0.18328246872377543,9.808773132629955e-06,0.0,0.0,0.0,0.0,0,0.15,0.78571,36.1265,5.84772,9.0,6.0,13450.0,0.0,0.85869,0.00037,0.0,0.0,0.0
YKR081C,71,0.00048309924436506,0.27430781924552106,0.010544813424268792,0.6716297786720322,66.17334669338678,0.5,735.4036269286269,1,0.0843,-0.66948,38.06657,9.03241,53.0,60.0,12170.0,0.0,0.30734,0.00023,0.3153500824189429,0.19338324065864865,0.5014611867943953
YNL110C,66,0.002141865008788521,0.27745006641965786,0.009919827360057802,0.7188811188811188,61.57915831663327,0.3333333333333333,1392.2499999999998,1,0.06364,-1.08045,46.75636,9.26495,38.0,46.0,15930.0,0.0,0.62601,0.00036,0.3153500824189429,0.16204621790391252,0.5013157553816397
YOR272W,48,0.004571947720153152,0.2740690534242429,0.007056261933675812,0.6170212765957447,43.20484359233098,0.5,326.9997335997337,1,0.06739,-0.47152,38.23239,6.47467,59.0,56.0,59860.0,0.0,1.16554,0.00013,0.3153500824189429,0.19338324065864865,0.5022379810292031
YAL026C,3,0.00022020652204210196,0.20488620289451653,6.211757442757693e-07,0.0,2.5399113082039912,0.0,0.0,0,0.10996,-0.21173,36.39957,5.29681,174.0,136.0,178105.0,0.0,1.15831,3e-05,0.0,0.0,0.5
YDL192W,16,0.0009153842195187347,0.2533260534035701,3.0749540961578667e-05,0.2916666666666667,14.060416666666667,0.0,221.0,0,0.09945,-0.22155,34.5884,6.75092,21.0,21.0,35075.0,0.0,1.70854,0.00033,0.0,0.0,0.5
YOR153W,1,0.0,0.16917245482118137,9.073809248787395e-09,0.0,1.0,0.0,0.0,0,0.12574,-0.12442,35.94784,8.01825,150.0,155.0,244730.0,0.0,1.4359,5e-05,0.0,0.0,0.5
YPL146C,2,8.684438115253585e-05,0.2175885609001196,1.3012413096459609e-05,0.0,1.9023508137432188,0.3333333333333333,0.0,1,0.03956,-1.21231,49.87582,9.34979,82.0,100.0,41035.0,0.0,0.7808,0.00018,0.3153500824189429,0.16204621790391252,0.5425910449148591
YAL028W,3,0.00022432031175150845,0.2284713722025253,1.955429448886979e-06,0.0,1.0,0.5,0.0,0,0.06061,-0.6875,56.92481,8.88019,63.0,70.0,29380.0,0.0,0.50009,0.00015,0.0,0.0,0.5
YBL050W,36,0.008863023725141887,0.26562980748873294,5.959213660475032e-05,0.03650793650793651,14.859737638748738,0.0,23.33333333333334,1,0.09932,-0.51301,30.01062,4.96381,48.0,37.0,33765.0,0.0,1.02935,0.00015,0.3153500824189429,0.0,0.5
YDL239C,35,0.006275960360365337,0.280665137862952,6.381787992456182e-05,0.021848739495798318,23.638655462184875,0.0,26.263461538461534,0,0.06835,-0.82772,55.38735,8.58063,120.0,126.0,53330.0,0.0,0.58087,9e-05,0.0,0.0,0.5
YLR233C,10,0.0008698186385077449,0.22018614661715902,6.3246975580024806e-06,0.022222222222222223,4.546922300706357,0.5,0.0,0,0.11016,-0.27382,42.79887,9.39825,76.0,103.0,82875.0,0.0,1.01315,0.00011,0.0,0.0,0.5
YBR130C,7,0.0009689257963681952,0.2519361407827355,3.32554947201336e-05,0.09523809523809523,6.510783200908059,0.5,0.8571428571428571,0,0.03294,-0.908,51.90896,8.74249,51.0,55.0,17545.0,0.0,0.37002,0.00018,0.0,0.0,0.5
YFL039C,34,0.005599255650423326,0.27229147293072603,0.001472101454548585,0.0570409982174688,30.030395136778115,0.0,41.0687134502924,1,0.08533,-0.17573,40.03792,5.44318,47.0,36.0,43360.0,0.0,1.04008,0.00013,0.3153500824189429,0.0,0.5
YGL106W,7,0.00022553106738703517,0.24044764388128093,4.364902455979606e-05,0.3333333333333333,5.861690450054884,0.0,7.181818181818182,1,0.06711,-0.39933,29.65168,4.55304,28.0,19.0,5960.0,0.0,0.36244,0.00028,0.3153500824189429,0.0,0.5
YHR023W,9,0.0004773247640422337,0.25777011024358365,3.643279705902812e-05,0.16666666666666666,8.068075117370892,0.0,2.30622009569378,1,0.06691,-0.78247,45.76261,6.05536,311.0,291.0,147180.0,0.0,0.65813,3e-05,0.6846499175810571,0.0,0.5
YKL130C,21,0.003197605423760452,0.26426033542806326,1.9093251968121255e-05,0.009523809523809525,14.815338042381432,0.5,32.333333333333336,0,0.10163,-0.09878,47.13947,4.85883,39.0,26.0,27430.0,0.0,0.97094,0.00017,0.0,0.0,0.5
YOR326W,22,0.002741452604806426,0.27305046179853343,0.0001912409746768262,0.08225108225108226,20.731313131313133,0.0,19.65021244889329,1,0.08577,-0.40388,43.33267,5.95331,216.0,196.0,176170.0,0.0,0.97505,3e-05,0.6846499175810571,0.0,0.5
